Title,ISBN,Price,Author,Publisher,Publication time,Place of Publication,Pages,Classification Number,总借入,总续借,总借入和续借量,平均借阅时间(天),Classification
王家卫的电影世界,9787301311431.0,60.0,（马来）张建德著 ,北京大学出版社 ,2021.3,北京 ,278页 ,J905.2,1,0,1,19.65,Arts
王座上的幽灵,9787520191999.0,86.0,（美）罗姆著,社会科学文献出版社,2022,北京,411页,K125,1,0,1,4.99,Social Sciences
玩笑,9787532789252.0,59.0,（意）斯塔尔诺内著,上海译文出版社有限公司,2022,上海,204页,I546.45,1,0,1,41.56,Literature
现代建筑年鉴,9787112119318.0,28.0,(法）柯布西耶著,中国建筑工业出版社,2010,北京,211页,TU-8,1,1,2,98.82,Science
现代性的神学起源,9787535799715.0,98.0,（美）吉莱斯皮著,湖南科学技术出版社,2019,长沙,418页,B972,1,0,1,0.73,General / Misc
现代生命科学导论 ,9787561774588.0,36.0,陈铭德 (1953~) 编著, 华东师范大学出版社, 2010,上海 ,285页 ,Q1-0,1,0,1,16.98,Science
现代电影艺术,9787541163753.0,32.0,（日）岩崎昶著 ,四川文艺出版社 ,2022.11,成都 ,186页 ,J90,1,0,1,,Arts
现实的社会建构 ,9787301302071.0,38.0,(美)伯格著,北京大学出版社,2019,北京,284 ,C912.67,1,0,1,11.84,General / Misc
玻璃球游戏 ,9787532757039.0,27.0,"(德)赫尔曼·黑塞 (Hesse, Hermann 1877~1962) 著", 上海译文出版社, 2012,上海 ,457页 ,I516.45,2,1,3,45.12,Literature
珠唾集,9787540790400.0,68.0,(西)塞尔纳著,漓江出版社有限公司,2022,桂林,403页,H343.3,1,0,1,10.8,Language
琅琊榜之风起长林 上,9787533933906.0,43.0,海宴著,浙江文艺出版社,2018.02   ,杭州,362页     ,I247.5,1,0,1,6.43,Literature
理想国,9787100162586.0,78.0,（古希腊）柏拉图著,商务印书馆,2019,北京,458页,B502.23,1,0,1,0.02,General / Misc
瓦尔登湖,9787532768011.0,45.0,(美)梭罗著;潘庆舲译,上海译文出版社,2015.01   ,上海,407页     ,I712.64,1,1,2,49.96,Literature
生命中那些重要的事,9787559857538.0,69.0,（澳）辛格著,广西师范大学出版社,2023,桂林,339页,B82,1,0,1,24.86,General / Misc
生命政治的诞生,9787208155022.0,78.0,（法）福柯著,上海人民出版社,2018,上海,454页,B565.59,1,0,1,6.99,General / Misc
生命简史,9787508686424.0,68.0,(英)福提,中信出版社,2018.06   ,北京,349页     ,Q10,1,0,1,24.92,Science
生活世界地理学,9787303271146.0,88.0,西蒙著,北京师范大学出版社,2022,北京,275页,K901,1,0,1,,Social Sciences
生物学之书,9787568900478.0,88.0,(美)杰拉尔德著;傅临春译,重庆大学出版社,2017.01   ,重庆,264页     ,Q-49,2,1,3,48.24,Science
生物群落概述 ,9787544516020.0,23.0,"(美)苏珊·L. 伍德沃德 (女，Woodward, Susan L.) 著", 长春出版社, 2014,长春 ,175页 : 图，地图 ,Q145-49,1,0,1,10.13,Science
电车难题,9787301243459.0,38.0,(美)卡斯卡特著;朱沉之译,北京大学出版社,2014.06   ,北京,164页     ,B82-33,1,1,2,0.75,General / Misc
界限之书,9787559840943.0,76.0,（法）雅贝斯著,广西师范大学出版社,2021,桂林,429页,I565.45,4,1,5,60.02,Literature
病菌简史,9787572001727.0,58.0,张文宏 主编,上海教育出版社,2020,上海,119页,R37-49,1,0,1,24.92,General / Misc
白夜行,9787544291163.0,59.6,(日)东野圭吾著,南海出版公司,2017.07   ,海口,598页     ,I313.45,1,0,1,33.96,Literature
百年孤独,9787544291170.0,55.0,(哥伦)马尔克斯,南海出版公司,2017.08   ,海口,360页     ,I775.45,1,0,1,3.92,Literature
相对论究竟是什么,9787513340229.0,49.0,万维钢,新星出版社,2020.06,北京,226页,O412.1-49,1,0,1,6.93,Science
看不见的女性,9787513349611.0,69.0,(英)佩雷斯著　詹涓译,新星出版社,2022,北京,390,C913.68,1,0,1,14.98,General / Misc
看见,9787549529322.0,49.8,柴静著,广西师范大学出版社,2013.1    ,桂林,405页     ,I267.1,1,0,1,,Literature
真实幸福的形而上学,9787305261527.0,45.0,（法）巴迪欧著,南京大学出版社,2023,南京,137页,B82,1,0,1,8.09,General / Misc
礼拜二午睡时刻,9787544275606.0,29.5,（哥伦）马尔克斯,南海出版公司,2015.3,海口,168页,I775.45,1,0,1,2.0,Literature
社交媒体简史：从莎草纸到互联网,9787508696980.0,48.0,"(美)汤姆·斯丹迪奇 (Standage, Tom) 著", 中信出版集团股份有限公司, 2019,北京 ,303页 : 图 ,G206.2,2,0,2,65.96,General / Misc
社会学基本概念,9787301344477.0,79.0,(英）安东尼·吉登斯 著,北京大学出版社 ,2023,北京 ,353页 ,C91,2,1,3,62.43,General / Misc
社会心理学,9787115410047.0,128.0,(美)迈尔斯著;侯玉波译,人民邮电出版社,2016.08   ,北京,707页     ,C912.6,3,0,3,12.38,General / Misc
祝勇文学笔记,9787545162387.0,68.0,祝勇著,辽海出版社,2022,沈阳,249页,I217.2,1,1,2,35.89,Literature
神祇与英雄.上,9787559835864.0,49.0,侯继迎著,广西师范大学出版社,2021,桂林,2册(588页),B932.54,1,0,1,,General / Misc
神经科学原理. 第5版. 下册,9787111430810.0,149.5,(美)坎德尔著,机械工业出版社,2016.12   ,北京,736-1709页,R338,1,1,2,42.99,General / Misc
神话的心理学,9787108072788.0,39.0,(日)河合隼雄著,生活·读书·新知三联书店,2022,北京,139页,B932.1,1,0,1,0.05,General / Misc
神雕侠侣 .1,9787546200705.0,36.25,金庸 著, 广州出版社, 2010,广州,4册(1564页) : 图 ,I247.5,1,0,1,95.94,Literature
神雕侠侣 .2,9787546200705.0,36.25,金庸 著, 广州出版社, 2010,广州,4册(1564页) : 图 ,I247.5,1,1,2,85.81,Literature
神雕侠侣 .3,9787546200705.0,36.25,金庸 著, 广州出版社, 2010,广州,4册(1564页) : 图 ,I247.5,1,1,2,85.81,Literature
禅与摩托车维修艺术 ,9787229131548.0,79.8,"(美)罗伯特·M. 波西格 (Pirsig, Robert M. 1928~) 著", 重庆出版社, 2018,重庆 ,494页 : 图 ,I712.45,1,0,1,62.78,Literature
福柯,9787568918626.0,48.0,泰勒著,重庆大学出版社,2019,重庆,253页,B565.59,2,0,2,8.34,General / Misc
秘密,9787544258210.0,45.0,(日)东野圭吾,南海出版公司,2017.11   ,海口,330页     ,I313.45,2,0,2,5.96,Literature
积极心理诗学,9787506888400.0,88.0,罗辉著,中国书籍出版社,2021,北京,"11,524页",I052,1,0,1,31.12,Literature
穆斯林的葬礼,9787530222362.0,68.0,霍达著,北京十月文艺出版社,2022,北京,620页,I247.5,1,1,2,,Literature
空间的诗学,9787532761913.0,43.0,(法)巴什拉著　张逸婧译,上海译文出版社,2013,上海,312,B565.59,1,0,1,22.46,General / Misc
穿越非洲两百年 ,9787545553918.0,88.0,郭建龙 著, 天地出版社, 2020,成都 ,379页 : 彩照 ,K400,1,0,1,7.75,Social Sciences
窄门,9787201141527.0,45.0,(法)安德烈·纪德(André Gide)著 顾琪静译,天津人民出版社,2018,天津,171页,I565.45,2,0,2,17.3,Literature
童话的心理分析,9787108070777.0,39.0,(瑞士)卡斯特著,生活·读书·新知三联书店,2021,北京,184页,B84-069,1,0,1,36.69,General / Misc
第一哲学沉思录,9787532788446.0,78.0,（法）笛卡尔著,上海译文出版社有限公司,2022,上海,174页,B565.21,1,0,1,20.98,General / Misc
第二性,9787532763399.0,180.0,(法)波伏瓦著;郑克鲁译,上海译文出版社,2017.08   ,上海,949页     ,C913.68,2,0,2,88.08,General / Misc
等待戈多,9787572605826.0,49.8,(爱尔兰)贝克特著,湖南文艺出版社,2022,长沙,165页,I565.35,1,0,1,,Literature
简爱,9787532778119.0,38.0,(英)勃朗特著,上海译文出版社,2018.06   ,上海,578页     ,I561.44,1,0,1,25.59,Literature
粒子物理论,9787111543428.0,89.0,(美)大卫著;王青译,机械工业出版社,2016.10   ,北京,353页     ,O572.2,1,0,1,104.92,Science
精准表达,9787210104339.0,38.0,（日）高田贵久著,江西人民出版社,2018,南昌,"18,271页",H019-49,1,1,2,52.25,Language
精神分析的技术与实践,9787111661665.0,120.0,（美）格林森著,机械工业出版社,2020,北京,369页,B84-065,1,0,1,,General / Misc
精神现象学,9787010125916.0,98.0,(德)黑格尔著,人民出版社,2016.12   ,北京,515页     ,B089,1,0,1,,General / Misc
精神病学史 ：从收容院到百忧解,9787542858658.0,88.0,"(美)爱德华·肖特 (Shorter, Edward， 1941~) 著", 上海科技教育出版社, 2017,上海 ,"15,593页 : 照片 ",R74-09,1,0,1,51.83,General / Misc
精英的傲慢,9787521731460.0,79.0,（美）桑德尔著,中信出版集团股份有限公司,2021,北京,"26,309页",C91,1,0,1,,General / Misc
素食者 ,9787541160868.0,48.0,(韩)韩江 (1970-) 著, 四川文艺出版社, 2021,成都 ,191页 ,I312.645,2,1,3,14.05,Literature
索姆河战役,9787515103884.0,34.8,段雪莲著,西苑出版社,2013,北京,272页,E194.4,2,1,3,21.14,Language
红与黑,9787201108186.0,42.0,(法)司汤达著;罗新璋译,天津人民出版社,2016.11   ,天津,471页     ,I565.44,7,3,10,47.21,Literature
红楼梦:上,9787020137466.0,33.5,曹学芹著,人民文学出版社,2018      ,北京,1315页    ,I242.4,1,1,2,44.68,Literature
纯真告别,9787559617712.0,49.8,苏珊著;马爱农等译,北京联合出版公司,2018.05   ,北京,355页     ,I712.45,1,1,2,,Literature
纯真年代,9787532773459.0,48.0,(美)华顿著　吴其尧译,上海译文出版社,2017,上海,388,I712.45,1,0,1,5.85,Literature
细雪,9787544281621.0,59.0,（日）谷崎润一郎著,南海出版公司,2021,海口,635页,I313.45,2,0,2,68.05,Literature
经济学的著名寓言 : 市场失灵的神话,9787559803344.0,98.0,"(美)施普尔伯 (Spulber, Daniel F.) 著",广西师范大学出版社,2018,桂林,480页,F0-53,1,0,1,,Social Sciences
经验主义 ,9787108066626.0,32.0,"(英)罗宾逊 (Robinson, Dave) 文", 生活·读书·新知三联书店, 2019,北京 ,177页 : 图 ,B089,1,1,2,0.67,General / Misc
给青年人的哲学十二讲,9787556129133.0,49.0,（德）雅斯贝尔斯著,湖南人民出版社,2022,长沙,199页,B-49,1,0,1,61.15,General / Misc
绝叫,9787559641182.0,58.0,(日)叶真中显著,北京联合出版公司,2020,北京,,I313.45,1,0,1,36.97,Literature
绝对笑喷之弃业医生日志 ,9787569925326.0,56.0,"(英)亚当·凯 (Kay, Adam 1980-) 著; 胡逍扬 译", 北京时代华文书局, 2019,北京 ,298页 ,I561.45,1,0,1,43.94,Literature
维京传奇,9787514619065.0,70.0,（英）美登编著,中国画报出版社,2020,北京,256页,K530.9,2,1,3,48.61,Social Sciences
维塔 : 社会遗弃下的疯癫与文明,9787305252563.0,68.0,"(巴西)若昂·比尔 (Biehl, Jo?o Guilherme, 1960~) 著",南京大学出版社,2022,南京,454页 : 照片,R199.777,1,0,1,11.98,General / Misc
维特根斯坦的维也纳,9787540778903.0,59.0,(美)雅尼克著,漓江出版社有限公司,2016.11,桂林,399页,B561.59,1,0,1,56.98,General / Misc
罗伯斯庇尔与法国大革命 ,9787100166461.0,88.0,"(英)露丝·斯科尔 (女，Scurr, Ruth 1971~) 著", 商务印书馆, 2018,北京 ,552页 : 肖像，图 ,K835.657=41,1,0,1,,Social Sciences
罗生门,9787532751495.0,40.0,(日)芥川龙之介著;林少华译,上海译文出版社,2010.08   ,上海,249页     ,I313.45,1,0,1,2.66,Literature
罗马元老院与人民：一部古罗马史,9787513922494.0,118.0,"(英)玛丽·比尔德 (Beard, Mary 1955~) 著", 民主与建设出版社有限责任公司, 2018,北京 ,"17,599页 : 图，照片，地图 ",K126-49,1,0,1,4.78,Social Sciences
罪与罚,9787532752485.0,42.0,(俄)陀思妥耶夫斯基著,上海译文出版社,2011,上海,532页,I512.44,1,0,1,23.82,Literature
羊脂球,9787550284975.0,29.0,(法)莫泊桑著,北京联合出版公司,2016,北京,"13,333",I565.44,1,1,2,18.14,Literature
美丽新世界,9787532774685.0,45.0,(英)赫胥黎著;陈超译,上海译文出版社,2017.06   ,上海,349页     ,I561.45,5,2,7,54.34,Literature
美利坚的民族,9787520178853.0,79.0,（美）伍达德著,社会科学文献出版社,2021,北京,"23,404页",K710.03,1,0,1,18.01,Social Sciences
美国史. 上册,9787100056748.0,190.0,（美）马丁著,商务印书馆,2012,北京,2册(1510页),K712.0,1,0,1,72.85,Social Sciences
美国监狱 ,9787569936988.0,58.0,"(美)鲍尔 (Bauer, Shane) 著", 北京时代华文书局, 2020,北京 ,255页 : 照片 ,D971.267,1,1,2,19.05,Social Sciences
美的历程,9787108030375.0,68.0,李泽厚著,生活·读书·新知三联书店,2014.09   ,北京,"217,55页  ",J120.9,1,0,1,0.01,Arts
耶鲁大学公开课,9787550238954.0,39.8,(美)史密斯著,北京联合出版公司,2015.02   ,北京,299页     ,D0,1,1,2,0.67,Social Sciences
背德者,9787505735910.0,39.8,"(法)安德烈·纪德 (Gide, André 1869~1951) 著",中国友谊出版公司,2015,北京,"25,142页",I565.45,1,0,1,6.34,Literature
脑机穿越 : 脑机接口改变人类未来,9787213065835.0,79.9,"(巴西)米格尔·尼科莱利斯 (Nicolelis, Miguel A.) 著",浙江人民出版社,2015,杭州,"10,282页 : 图，照片",R338.2,1,0,1,64.09,General / Misc
自卑与超越,9787533943257.0,32.0,(奥)阿德勒著;杨颖译,浙江文艺出版社,2016.01   ,杭州,261页     ,B848,1,1,2,107.04,General / Misc
自杀论 ,9787100132343.0,52.0,"(法)迪尔凯姆 (Durkheim, Emile 1858~1917) 著", 商务印书馆, 2017,北京 ,435页 : 图 ,C913.9,1,0,1,0.0,General / Misc
自深深处,9787544752183.0,48.0,(英)王尔德著;朱纯深译,译林出版社,2015.08   ,南京,362页     ,I561.64,1,0,1,,Literature
自然地理学,9787040228762.0,52.8,伍光和著,高等教育出版社,2008.04   ,北京,502页     ,P9,1,1,2,27.07,General / Misc
自由论,9787544716741.0,69.0,（英）伯林著,译林出版社,2011,南京,401页,D081,1,0,1,0.2,Social Sciences
致死的疾病,9787516124512.0,96.0,克尔凯郭尔著,中国社会科学出版社,2013,北京,405-595页,B534,1,0,1,14.06,General / Misc
舞台灯光设计概要,9787104020578.0,46.0,冯德仲著,中国戏剧出版社,2007.08   ,北京,200页     ,J814.4,2,0,2,41.35,Arts
芳华,9787020123728.0,39.0,严歌苓,人民文学出版社,2017.04   ,北京,215页     ,I247.5,1,0,1,,Literature
苦炼,9787542674173.0,68.0,（法）尤瑟纳尔著,上海三联书店,2021,上海,403页,I565.45,1,0,1,27.12,Literature
英国鸟类史,9787214271426.0,98.0,（英）亚尔登著,江苏人民出版社,2022,南京,398页,Q959.7,1,0,1,14.12,Science
茨威格中短篇小说选·上,9787020166244.0,39.0,（奥）茨威格著,人民文学出版社,2021,北京,324页,I521.45,1,0,1,14.83,Literature
茶花女,9787511724717.0,24.8,(法)小仲马,中央编译出版社,2015,北京,232页,I565.44,1,0,1,34.88,Literature
荒原狼,9787533971014.0,59.8,(德)黑塞著,浙江文艺出版社,2023,杭州,250页,I516.45,1,0,1,3.97,Literature
荷马史诗·奥德赛,9787020102792.0,37.0,(古希腊)荷马著,人民文学出版社,2017.04   ,北京,493页     ,I545.22,1,0,1,17.11,Literature
莎士比亚全集.5,9787544755535.0,47.5,(英)莎士比亚著;朱生豪译,译林出版社,2016.04   ,南京,513页     ,I561.13,1,0,1,15.24,Literature
莎士比亚悲剧喜剧全集·悲剧Ⅱ,9787533947576.0,59.8,(英)莎士比亚著,浙江文艺出版社,2017,杭州,"2册(11,551;556页)",I561.33,1,0,1,28.0,Literature
莎士比亚植物志,9787020142675.0,55.0,(英)威尔斯著,人民文学出版社,2019,北京,205页,Q948.556,1,0,1,6.98,Science
落叶,9787229143022.0,49.8,（美）杜兰特著,重庆出版社,2020,重庆,265页,B-49,3,1,4,10.02,General / Misc
葡萄柚,9787549573110.0,48.0,(日)小野洋子,广西师范大学出版社,2015,桂林,1册,I313.25,1,0,1,0.21,Literature
蒙田随笔集,9787532762811.0,30.0,(法)蒙田著,上海译文出版社,2014,上海,350页,I565.63,1,0,1,0.02,Literature
薛定谔之猫,9787550710276.0,35.0,(法)福雷斯特著,海天出版社,2015.01   ,深圳,304页     ,I565.45,1,0,1,0.02,Literature
蝇王,9787532788132.0,78.0,(英)威廉·戈尔丁(Milliam Golding)著 龚志成译,上海译文出版社有限公司,2021,上海,234页,I561.45,1,0,1,8.81,Literature
血与火 : 坦格利安王朝史. 第一卷 ,9787229145781.0,180.0,"(美)乔治·R.R.马丁 (Martin, George Raymond Richard 1948~) 著", 重庆出版社, 2020,重庆 ,567页 : 图 ,I712.45,1,0,1,39.02,Literature
血清素,9787532787746.0,68.0,(法)米歇尔·维勒贝克(Michel Houellebecq)著,上海译文出版社有限公司,2022,上海,"24,340页",I565.45,1,0,1,5.03,Literature
行为心理学,9787516833452.0,49.0,（美）华生著,台海出版社,2022,北京,223页,B84-063,1,0,1,28.19,General / Misc
行者的迷宫,9787100163521.0,65.0,朱又可著,商务印书馆,2018      ,北京,440页     ,K825.6,1,0,1,8.77,Social Sciences
街头哲学,9787213108990.0,68.0,芬特著,浙江人民出版社,2023,杭州,334页,B0,1,0,1,,General / Misc
"被讨厌的勇气:""自我启发之父""阿德勒的哲学课",9787111495482.0,55.0,(日)岸见一郎著,机械工业出版社,2017.09   ,北京,194页     ,B821-49,1,0,1,,General / Misc
西西弗神话:散论荒诞,9787532775859.0,32.0,(法)加缪著　沈志明译,译文出版社,2017,上海,160,B565.59,1,0,1,13.06,General / Misc
规训与惩罚,9787108065841.0,58.0,(法)福柯 著,生活·读书·新知三联书店,2019,北京,353页 : 图,B565.59,2,0,2,17.17,General / Misc
解忧杂货店,9787544270878.0,39.5,(日)东野圭吾著;李盈春译,南海出版公司,2014.05   ,海口,291页     ,I313.45,1,0,1,23.08,Literature
订书匠,9787541156472.0,48.0,(英)柯林斯著,四川文艺出版社,2020,成都,362页,I561.45,1,0,1,1.76,Literature
许三观卖血记,9787530216033.0,39.5,余华著,北京十月文艺出版社,2017.10   ,北京,286页     ,I247.5,1,0,1,18.13,Literature
论自由,9787502055394.0,35.0,（英）密尔著,煤炭工业出版社,2017,北京,274页,D081,1,1,2,60.23,Social Sciences
诅咒之塔,9787520186902.0,62.0,（美）克劳利著,社会科学文献出版社,2021,北京,300页,K560.7,1,0,1,0.78,Social Sciences
试论疲倦,9787208140813.0,49.0,（奥）汉德克著,上海人民出版社,2016,上海,"11,384页",I521.45,1,0,1,9.08,Literature
语言学,9787108069474.0,38.0,"(英)R. L. 特拉斯克 (Trask, R.L.) 文",生活·读书·新知三联书店,2020,北京,177页 : 图,H0,1,0,1,49.97,Language
语言恶女：女性如何夺回语言,9787559675583.0,62.0,（美）阿曼达.蒙特尔著 ,北京联合出版公司 ,2024,北京 ,253页 ,H0-49,1,0,1,14.02,Language
说谎心理学,9787550249141.0,49.0,（德）艾尔哈特著,北京联合出版公司,2015,北京,218页,C912.69,1,0,1,5.76,General / Misc
诺曼底登陆,9787208132252.0,75.0,（美）西蒙兹著,上海人民出版社,2015,上海,270页,E195.2,1,1,2,29.96,Language
诺曼征服 : 黑斯廷斯战役与英格兰诺曼王朝的崛起,,98.0,"(英)莫里斯 (Morris, Marc) 著", 西安出版社, 2020,西安,536页,K561.07,1,0,1,20.07,Social Sciences
读脑术 ,9787521715170.0,58.0,"(美)拉塞尔·A.波德拉克(Poldrack, Russell A. 1967~) 著", 中信出版集团股份有限公司, 2020,北京 ,242页 : 图，照片 ,R445.2,1,0,1,19.33,General / Misc
谁动了我的奶酪?,9787521714586.0,45.0,（美）约翰逊著,中信出版集团股份有限公司,2020,北京,106页,B825-49,3,0,3,23.35,General / Misc
谁动了我的奶酪．2，走出迷宫,9787521711400.0,45.0,(美)斯宾塞·约翰逊(Spencer Johnson)著；殷蕾译,中信出版集团股份有限公司,2020,北京,,B825-49,1,0,1,62.9,General / Misc
谋杀启事,9787513344548.0,42.0,（英）克里斯蒂著,新星出版社,2021,北京,266页,I561.45,1,0,1,,Literature
豆腐,9787572608322.0,128.0,朱赢椿著,湖南文艺出版社,2022,长沙,"45,1295页",TS214.2,1,1,2,,Science
财富、贫穷与政治,9787572211874.0,45.0,（美）索厄尔著,浙江教育出版社,2021,杭州,305页,F0-49,3,0,3,20.36,Social Sciences
财政学 ,9787300217543.0,78.0,"(美)哈维·S. 罗森 (Rosen, Harvey S.) 著", 中国人民大学出版社, 2015,北京 ,482页 : 图 ,F810,1,1,2,,Social Sciences
货币幻觉,9787559846402.0,59.0,（美）费雪著,广西师范大学出版社,2022,桂林,171页,F82,1,0,1,34.81,Social Sciences
货币的购买力,9787100203944.0,86.0,（美）费雪著,商务印书馆,2021,北京,544页,F820,1,0,1,44.81,Social Sciences
贫穷的本质 ,9787508687216.0,58.0,"(印)班纳吉 (Banerjee, Abhijit V.) 著", 中信出版集团股份有限公司, 2018,北京 ,"12,317页 ",F113.9,1,0,1,48.69,Social Sciences
贫穷的质感,9787532182480.0,52.0,王梆,上海文艺出版社,2022,上海,350页,K561.03,1,0,1,125.82,Social Sciences
赎罪,9787532779765.0,49.0,(英)麦克尤恩著;郭国良译,上海译文出版社,2018.10   ,上海,333页     ,I561.45,1,0,1,4.89,Literature
趣味二战史,9787559454027.0,129.8,杨亮著,江苏凤凰文艺出版社,2021,南京,428页,K152-49,1,0,1,34.27,Social Sciences
足球守门员圣经：必备技术、训练方法和实战应用,9787115439802.0,49.8,(日)泽村公康 (1971~) 主编, 人民邮电出版社, 2017,北京 ,151页 : 图，照片 ,G843.19-64,1,0,1,,General / Misc
足球智商 ,9787530486306.0,59.0,"(美)丹·布兰克 (Blank, Dan) 著", 北京科学技术出版社, 2017,北京 ,"13,244页 : 图 ",G843,1,0,1,24.9,General / Misc
足球规则与战术完全图解,9787115578754.0,49.8,苗霖66(编著),北京人民邮电出版社2022,2022,北京,134 页,G843-64,1,0,1,,General / Misc
边城,9787214108463.0,32.0,沈从文著,江苏人民出版社,2014.01   ,南京,278页     ,I246.5,1,0,1,5.8,Literature
运动营养全书：全彩图解版,9787115535276.0,248.0,"(美)玛利亚·A.斯帕诺 (Spano, Marie A.) 著", 人民邮电出版社, 2020,北京 ,"10,510页 ",G804.32,1,0,1,151.91,General / Misc
运气的秘密,9787559620170.0,49.0,(美)史密斯著;洪慧敏译,北京联合出版公司,2018.07   ,北京,246页     ,O211,1,0,1,,Science
这就是哲学,9787545477306.0,52.0,（日）山竹伸二著,广东经济出版社,2021,广州,235页,B,1,0,1,21.79,General / Misc
远大前程,9787532753659.0,42.0,(英)狄更斯著,上海译文出版社,2011,上海,547页,I561.44,1,1,2,58.82,Literature
违童之愿 ,9787108048455.0,35.0,"(美)霍恩布鲁姆 (Hornblum, Allen M.) 著", 生活·读书·新知三联书店, 2015,北京 ,"14,280页 : 照片 ",R-097,1,0,1,7.8,General / Misc
连城决,9787546206141.0,35.0,金庸 (1924~2018) 著, 广州出版社, 2011,广州,362页 : 图 ,I247.5,1,0,1,34.81,Literature
连城诀 ,9787546213330.0,35.0,金庸 (1924~2018) 著, 广州出版社, 2013,广州 ,357页 : 图 ,I247.5,1,0,1,0.21,Literature
追忆逝水年华,9787532762828.0,48.0,"(法)普鲁斯特 (Proust, Marcel 1871~1922) 著",上海译文出版社,2014,上海,436页 :,I565.45,1,0,1,1.84,Literature
送你一匹马,9787530214763.0,32.0,三毛,北京十月文艺出版社,2017.03   ,北京,242页     ,I217.2,1,0,1,36.99,Literature
逆向创新 ,9787540486990.0,48.0,"(美)摩根 (Morgan, Adam) 著", 湖南文艺出版社, 2019,长沙 ,"20,337页 : 图 ",F272-49,1,0,1,12.24,Social Sciences
透明,9787532787555.0,55.0,纳博科夫著,上海译文出版社有限公司,2022,上海,130页,I712.45,1,0,1,45.03,Literature
通往奴役之路 ,9787500421368.0,42.0,"(英)弗里德里希·奥古斯特·哈耶克 (Hayek, Friedrich August Von 1899~1992) 著", 中国社会科学出版社, 1997,北京 ,270页 ,F091.352,2,0,2,30.6,Social Sciences
逻辑哲学论,9787511384096.0,45.0,（英）维特根斯坦著,中国华侨出版社,2021,北京,120页,B81-05,1,1,2,70.83,General / Misc
逻辑学是什么,9787301258958.0,48.0,陈波著,北京大学出版社,2015,北京,312页,B81-49,1,0,1,32.01,General / Misc
逻辑的引擎,9787535794420.0,49.0,(美)戴维斯著;张卜天译,湖南科学技术出版社,2018.01   ,长沙,291页     ,TP302.2,2,1,3,73.71,Science
道德动物,9787521743630.0,88.0,（美）赖特著,中信出版集团股份有限公司,2022,北京,"19,488页",B84,1,0,1,186.0,General / Misc
遥远的小屋,9787544285582.0,55.0,（美）贝斯顿著,南海出版公司,2020,海口,"25,205页",I712.65,1,0,1,34.79,Literature
那个特别的疯子,9787559622822.0,48.0,(美)布雷迪著;赵说说译,北京联合出版公司,2018.08   ,北京,359页     ,B84-49,1,1,2,118.21,General / Misc
郁金香热,9787509758885.0,49.0,(英)达什著;冯璇译,社会科学文献出版社,2015.05   ,北京,328页     ,K563.09,1,0,1,31.96,Social Sciences
重口味心理学:怎样证明你不是神经病?:百万册纪念完整版,9787505737365.0,48.0,姚尧著,中国友谊出版公司,2016.06   ,北京,418页     ,B84-49,1,0,1,7.84,General / Misc
量子之谜,9787535795144.0,59.0,(美)库特钠著;王文浩译,湖南科学技术出版社,2018.01   ,长沙,36页      ,O413.1-49,1,0,1,24.79,Science
量子矩阵,9787115597878.0,69.9,(以)库里茨基著,人民邮电出版社,2023,北京,325页,O413-49,1,0,1,34.02,Science
量子经济学,9787504699268.0,79.0,（加）欧瑞尔著,中国科学技术出版社,2023,北京,406页,F0,1,1,2,,Social Sciences
钱学森传,9787515329321.0,36.0,叶永烈著,中国青年出版社,2014.11   ,北京,338页     ,K826.16,1,0,1,7.77,Social Sciences
铁壁之围：一战中的德国和奥匈帝国,9787510895845.0,138.0,"(英)亚历山大·沃森 (Watson, Alexander) 著", 九州出版社, 2020,北京 ,716页 : 图，照片，地图 ,K143,1,0,1,7.03,Social Sciences
银河系搭车客指南.1,9787532764655.0,53.6,(英)亚当斯著;姚向辉译,上海译文出版社,2014.05   ,上海,279页     ,I561.45,3,0,3,23.45,Literature
银河系搭车客指南.2,9787532764655.0,53.6,(英)亚当斯著;姚向辉译,上海译文出版社,2014.05   ,上海,279页     ,I561.45,1,1,2,89.98,Literature
错乱,9787536096806.0,52.0,莫亚著,花城出版社,2022,广州,161页,I744.45,1,0,1,0.04,Literature
镜与灯 ,9787301323229.0,98.0,"(美)M. H. 艾布拉姆斯 (Abrams, Meyer Howard 1912~2015) 著", 北京大学出版社, 2021,北京 ,"24,435页 ",I109.9,1,1,2,,Literature
长安十二时辰 上,9787540478315.0,49.8,马伯庸著,湖南文艺出版社,2017.01   ,长沙,328页     ,I247.5,2,0,2,10.51,Literature
长安十二时辰 下,9787540478339.0,49.8,马伯庸著,湖南文艺出版社,2017.01   ,长沙,310页     ,I247.5,2,0,2,11.98,Literature
长安的荔枝,9787572608582.0,45.0,马伯庸著,湖南文艺出版社,2022,长沙,216,I247.5,1,0,1,24.47,Literature
阿勒泰的角落,9787513312530.0,36.0,李娟著,新星出版社,2013.09   ,北京,281页     ,I267,1,0,1,7.02,Literature
阿特拉斯耸耸肩. 第三部，同一律,9787229141554.0,76.0,（美）兰德著,重庆出版社,2020,重庆,1269-2125页,I712.45,1,0,1,33.82,Literature
陈独秀全传,9787509747698.0,128.0,唐宝林 著,社会科学文献出版社,2013.7,北京,889页,K827,1,0,1,5.19,Social Sciences
陈阅增普通生物学 ,9787040396317.0,59.0,吴相钰 (1924~) 主编, 高等教育出版社, 2014,北京 ,539页 : 图 ,Q1,2,0,2,23.29,Science
