Title,ISBN,Price,Author,Publisher,Publication time,Place of Publication,Pages,Classification Number,总借入,总续借,总借入和续借量,平均借阅时间(天),Classification
Literary Theory: A Very Short Introduction,9780199691340.0,48.0,Jonathan Culler,Oxford University Press UK,2011-07-28,英国,,801.95,1,0,1,65.78,Literature
Little Book of Politics,9780241426432.0,45.0,DK,Dorling Kindersley Ltd,2020-05-07,美国,,320,2,0,2,82.4,Social Sciences
Little Fires Everywhere(EXP),9780735224315.0,49.0,Celeste Ng,Penguin USA,2019-05-07,美国,,813.6,1,0,1,14.3,Literature
Lolly Willowes,9780241573785.0,47.0,Sylvia Townsend Warner,Penguin UK,2022-08-25,英国,,823.91,1,0,1,126.03,Literature
Lord of the Flies,9780399533372.0,90.0,William Golding,PENGUIN Group (USA) Inc.,2006-10-01,,225,823.914,2,2,4,49.01,Literature
Lost in translation : an illustrated compendium of untranslatable words from around the world,9781607747109.0,63.0,"Sanders, Ella Frances",Ten Speed Press,2014,New York,,410,1,1,2,48.78,Language
MATHEMATICS-HL&SL for the IB Diploma,9787547827260.0,150.0,Wu Bin,上海科学技术出版社,          ,上海,187页     ,IB-5-M-1,1,0,1,,Mathematics
MATLAB数学建模,9787302603122.0,118.0,李昕著,清华大学出版社,2022,北京,472页,O141.4,0,0,0,,Science
MH's PSAT/NMSQT,9780071742115.0,180.0,McGraw-Hill's,,,,469,IB-7-R.B-1,1,0,1,,General / Misc
Macbeth,9780007350988.0,10.0,"Shakespeare, William",William Collins,2016-09-06,,288,822.33,1,0,1,49.01,Literature
Mark Zuckerberg: In His Own Words (In Their Own Words Series),9781572842625.0,34.0,Harvard Business Review,Harvard Business Review Press,2018-08-14,美国,,006.70,1,0,1,0.04,General / Misc
"Mathematics HL(Option):Discrete Mathematics(HL Topic 1,FM Topic 6)",9781921972348.0,236.0,Catherine Quinn,[出版者不详],2014      ,[出版地不,240页     ,IB-5-M-1,0,0,0,,Mathematics
Mathematics for the international student HL(Core)(附光盘一张),9781921972119.0,428.0,,[出版者不详],          ,[出版地不,832页     ,IB-5-M-1,0,0,0,,Mathematics
Mathematics: Analysis and Approaches HL,9781925489590.0,387.0,Michael Haese,,,,,IB-5-M-1,1,2,3,0.0,Mathematics
Mathematics: Core Topics HL,9781925489583.0,346.0,Michael Haese,,,,,IB-5-M-1,0,0,0,,Mathematics
Moby-Dick,9780141198958.0,36.0,"Melville, Herma",Penguin,,New York,683,813.3,0,0,0,,Literature
Moonrise,9781408867815.0,26.0,"Crossan, Sarah",Bloomsbury UK,2018-07-12,英国,,813.6,0,0,0,,Literature
My Name Is Red,9780375706851.0,50.0,Orhan Pamuk,Vintage USA,2002-08-27,美国,,894.35,1,0,1,27.36,Literature
"Mythology: Timeless Tales of Gods and Heroes, 75th Anniversary Illustrated Edition",9780316438520.0,122.0,Edith Hamilton,Black Dog Books,2017-09-26,美国,,813.54,1,1,2,60.98,Literature
"NEW Cambridge IGCSE First Language English Teacher's Resource, 5e",9781108438940.0,385.0,Marian Cox,Cambridge,2018.09,UK,,AL-2-E-1,1,0,1,,General / Misc
NFT元宇宙经济通证,9787576321777.0,69.0,郭小川著,北京理工大学出版社有限责任公司,2023,北京,"11,216页",TP311.135,1,0,1,23.98,Science
Negotiation Genius,9780553384116.0,53.0,Deepak Malhotra & Max Bazerman,Bantam,2008-08-26,美国,,658.40,1,0,1,0.02,Science
Neuromancer (The Best of the SF Masterworks),9781399607773.0,37.0,William Gibson,Orion Publishing Group,2022-11-24,英国,,813.54,1,0,1,23.92,Literature
Never Let Me Go,9780307276476.0,31.0,Kazuo Ishiguro,Vintage USA,2006-01-09,美国,,823.914,2,0,2,129.81,Literature
Never let me go,9780571258093.0,72.0,"Ishiguro, Kazuo",Faber and Faber,,London,282,823.914,2,2,4,49.01,Literature
Nine Lives,9780571358564.0,48.0,Peter Swanson,Faber and Faber,2022-03-03,英国,,813.6,0,0,0,,Literature
No Country for Old Men,9780375706677.0,75.0,"Carthy, Cormac Mc",Random House US,2006,USA,309,813.54,0,0,0,,Literature
Noise: A Flaw in Human Judgment,9780316266659.0,73.0,Daniel Kahneman,"Little, Brown US",2021-05-18,美国,,153.83,1,0,1,6.13,General / Misc
Normal people : a novel,9781984822185.0,26.0,"Rooney, Sally; Baardman, Gerda",Hogarth,2020,USA,287,823.92,2,1,3,5.18,Literature
Northanger Abbey,9781853260438.0,0.0,"Austen, Jane, 1775-1817; Butler, Marilyn",Wordsworth Classics,,,,823.7,1,0,1,,Literature
Notes from Underground and the Double,9780140455120.0,41.0,Fyodor Dostoyevsky,Penguin UK,2016-01-08,英国,,891.73,1,0,1,,Literature
Numerical Methods for Scientists and Engineers,9780486652412.0,126.0,,DOVER,          ,USA,721页     ,IB-5-M-4,0,0,0,,Mathematics
"Olive, Again: A Novel",9780812996548.0,131.0,"Strout, Elizabeth",Random House,1900-01-01,,304 页, 813.54,1,0,1,22.65,Literature
One of Us Is Lying,9781524764722.0,42.0,Karen M. McManus,Delacorte Press,2017-05-30,美国,,813.6,0,0,0,,Literature
Orlando,9780241371961.0,55.0,"Woolf, Virginia",Penguin Books Ltd,2019-03-07,,336,823.912,2,0,2,46.12,Literature
Out Of My Mind,9781416971719.0,38.0,Sharon M.Draper,Atria Books,2012-05-01,美国,,813.6,0,0,0,,Literature
Outliers : the story of success,9780141036250.0,82.5,"Gladwell, Malcolm, 1963-",Penguin,,UK,309,302,1,0,1,,Social Sciences
"Oxford IB Diploma Programme: IB Mathematics: analysis and approaches, Higher Level, Print and Enhanced Online Course Book Pack",9780198427179.0,570.0,Jennifer Chang Wathall,,,,,IB-5-M-1,0,0,0,,Mathematics
Oxford Resources for IB DP Environmental Systems and Societies: Course Book,9781382044011.0,468.0,Williams,"Oxford University Press, USA",2024-02-29,,792 页,IB-4-SC-1,1,0,1,65.29,Science
Paper Towns,9780142414934.0,148.0,John Green,Speak,2009.09,USA,,813.6,2,0,2,59.81,Literature
Pearson Baccalaureate Standard Level Chemistry,9781447959069.0,298.0,"Catrin Brown,Mike Ford",Pearson,2014      ,U.K.,656p.     ,IB-4-CH-3,0,0,0,,Science
Pearson Biology for the IB Diploma Standard Level,9781292427737.0,335.0,,Pearson Education Limited,2023-04-19,,656,IB-4-BI-2,1,0,1,,Science
Pearson Chemistry for the IB Diploma SL,9781292427690.0,335.0,"Brown, Catrin; Ford, Mike; Canning, Oliver; Economou, Andreas; Irwin, Garth",Pearson Education Limited,2023-04-14,London,656,IB-4-CH-3,2,0,2,31.08,Science
Penguin Classics Deluxe Edition: Dracula,9780143106166.0,54.0,Bram Stoker,Penguin USA,2010-11-30,美国,,823.8,1,1,2,105.62,Literature
Penguin Great Ideas : Common Sense,9780141018904.0,26.0,Thomas Paine,penguin uk,2004-09-02,英国,,320.01,1,0,1,48.08,Social Sciences
Penguin Vitae: The Age of Innocence,9780143134817.0,77.0,Edith Wharton,Penguin USA,2021-02-23,美国,,813.52,2,0,2,22.01,Literature
Percy Jackson and the Lightning Thief (Percy Jackson & the O,9780141329994.0,28.0,Rick Riordan,Penguin UK,2016-11-09,英国,,813.6,1,0,1,,Literature
Persuasion,9780062065988.0,44.95,Jane Austen,HarperTeen,2011      ,New York,"295,18p.  ",823.7,1,0,1,24.01,Literature
Peter Pan,9781909621633.0,51.0,"Barrie, J. M.",Macmillan,,London,200,823.912,1,0,1,31.79,Literature
Philosophy 101,9781440567674.0,61.0,Paul Kleinman,Adams Media,2013-10-18,美国,,100,1,0,1,103.88,General / Misc
Philosophy of Science: Very Short Introduction,9780198745587.0,53.0,"Okasha, Samir",Oxford University Press UK,2016-07-28,英国,,193,1,1,2,,General / Misc
Philosophy of law : a very short introduction,9780199687008.0,66.0,"Wacks, Raymond; Wacks, Raymond",Oxford University Press,2014,New York,150,340.1,0,0,0,,Social Sciences
Physics for Scientists and Engineers with Modern Physics Pearson New International Edition,9781292020761.0,1059.0,"Giancoli, Douglas C.",Pearson Education Limited,2013-07-29,,1440,IB-4-PH-5,2,1,3,133.39,Science
Physics for the IB Diploma Coursebook with Digital Access (2 Years),9781009071888.0,418.0,"Tsokos, K. A.",Cambridge University Press,2023-06-22,,530 页,IB-4-PH-5,2,0,2,83.04,Science
Physics for the IB Diploma Standard and Higher Level:Fifth edition,9780521138215.0,353.0,K.A.Tsokos,cambridge,          ,New York,836页     ,IB-4-PH-5,0,0,0,,Science
Physics for the IB Diploma Study and Revision Guide,9781471899720.0,221.0,John Allum,Hodder Education,2017      ,London,226p.     ,IB-4-PH-5,0,0,0,,Science
Physics for the IB Diploma Workbook with Digital Access (2 Years),9781009071901.0,179.0,"Farrington, Mark",Cambridge University Press,2023-06-29,,400 页,IB-4-PH-5,1,0,1,,Science
Physics-Giancoli,9780130606204.0,695.0,Douglas C.Giancoli,Pearson,2005      ,,946页     ,IB-4-PH-5,1,0,1,,Science
Physics: Principles with Applications,9781292057125.0,609.0,Douglas C. Giancoli,Pearson,2016      ,England,1080p.    ,IB-4-PH-5,3,0,3,256.01,Science
Pride and Prejudice,9781853260001.0,25.0,Jane austen著,Complete and unabridged,2007,Landon,265页,823.7,0,0,0,,Literature
"Princeton Review AP Calculus BC Prep, 222",9780525570806.0,86.0,David S. Kahn,The Princeton Review,2021,USA,740,IB-5-M-3,0,0,0,,Mathematics
Project Hail Mary,9780593355275.0,65.0,Andy Weir,Ballantine Books,2021-05-04,美国,,813.6,1,0,1,22.85,Literature
Python编程 ：从入门到实践,9787115546081.0,109.8,"(美)马瑟斯 (Matthes, Eric) 著", 人民邮电出版社, 2020,北京 ,"18,444页 ",TP311.561,1,1,2,73.63,Science
Range: Why Generalists Triumph in a Specialized World,9780593084496.0,68.0,David Epstein,Riverhead Books,2019-05-28,美国,,153.9,1,0,1,18.14,General / Misc
Raphael,9783836532426.0,110.0,"Thoenes, Christof",Taschen,2016-06-07,,96,700,0,0,0,,Arts
Rebecca,9781844080380.0,74.0,"Du Maurier, Daphne, 1907-1989",Virago Press,2003,UK,441,823.912,1,0,1,24.84,Literature
Revision Guide Edexcel International GCSE Chemistry Edexcel Certificate in Chemistry,9780435046729.0,71.0,Cliff Curtis,[出版者不详],2011      ,[出版地不,123页     ,IB-4-CH-3,0,0,0,,Science
Rhetoric: A Very Short Introduction,9780199651368.0,48.0,"Toye, Richard",Oxford University Press,2013-03-28,英国,,808,1,0,1,40.78,Literature
Rockwell,9783836532044.0,110.0,"Marling, Karal Ann",Taschen,2017-06-20,,96,700,1,0,1,6.07,Arts
SSTP IB I SEE Physics-HL＆SL for the IB Diploma,9787547848654.0,200.0,何妍 (物理学) 主编,上海科学技术出版社,2021,上海,348页 : 图，折图,IB-4-PH-5,0,0,0,,Science
Science of Gardening,9780241559253.0,91.0,"Farrimond, Dr. Stuart",Dorling Kindersley Ltd,2023-03-02,美国,,635,1,0,1,46.99,Science
Secret Language of Flowers,9780241566220.0,59.0,DK,Dorling Kindersley Ltd,2023-01-05,美国,,398.36,1,0,1,52.96,Social Sciences
Sense & Sensibility,9780062015631.0,44.95,Jane Austen,HarperTeen,2011      ,New York,"441,16p.  ",823.7,1,0,1,0.02,Literature
Sex And The City,9780446617680.0,35.0,Candace Bushnell,Grand Central Publishing,2006-08-01,美国,,813.6,3,1,4,41.21,Literature
Sherlock Holmes: Vol 1,9780553212419.0,27.5,Sir Arthur Conan Doyle,Bantam Classics,1986-11-01,美国,1059,823.8,1,0,1,34.32,Literature
Siddhartha,9780553208849.0,25.0,"Hesse, Hermann",Bantam,,Toronto ; New York :,152,833.912,3,0,3,112.19,Literature
Signet Classics: Black Beauty,9780451531742.0,13.0,Anna Sewell,Signet,2011-01-04,美国,,823.8,1,0,1,46.65,Literature
Signet Classics: Crime and Punishment,9780451530066.0,13.0,Fyodor Dostoyevsky,Signet,2006-03-07,美国,,891.733,1,0,1,6.11,Literature
Signet Classics: Dracula,9780451530660.0,13.0,Bram Stoker,Signet,2007-09-04,美国,,823.8,1,0,1,28.12,Literature
Signet Classics: Jane Eyre,9780451530912.0,13.0,Charlotte Bronte,Signet,2008-04-01,美国,,823.8,2,0,2,42.39,Literature
Signet Classics: Tales From Shakespeare,9780451530646.0,9.0,Charles Lamb,Signet,2007-06-05,美国,,822.33,1,1,2,36.75,Literature
Signet Classics: The Age of Innocence,9780451530882.0,13.0,Edith Wharton,Signet,2008-03-04,美国,,813.52,2,0,2,43.42,Literature
Signet Classics: The Phantom of the Opera,9780451531872.0,9.0,Gaston Leroux,Signet,2010-10-05,美国,,843.912,0,0,0,,Literature
Signet Classics: Wuthering Heights,9780451531797.0,9.0,Emily Bronte,Signet,2011-03-01,美国,,823.8,1,1,2,45.76,Literature
Simply psychology,9780241515679.0,90.0," Eysenck, Michael W",,,,,150,1,0,1,65.05,General / Misc
Small Pleasures,9781474613903.0,47.0,Clare Chambers,Orion Publishing Group,2021-04-29,英国,,823.91,1,0,1,41.55,Literature
Smile,9781338740264.0,77.0,"Telgemeier, Raina",Graphix,2020-11-10,美国,224,617.6,1,0,1,20.12,Science
Sociobiology,9780674002357.0,239.0,"Wilson, Edward O.",Harvard University Press,2000-04-23,美国,,591.5,0,0,0,,Science
Sophie’s World,9780374530716.0,66.0,Jostein Gaarder,Macmillan US,2007-03-20,美国,,839.82374,1,0,1,123.96,Literature
Statistics for The Behavioral Sciences,9781305504912.0,407.0,Frederick Gravetter； Larry Wallnau,Cengage,2016-01-01,美国,,519.50,1,0,1,42.89,Science
Stock Market 101,9781440599194.0,57.0,Michele Cagan,Adams Media,2011-04-16,美国,,332.64,1,0,1,11.1,Social Sciences
Strangers Drowning,9781846143991.0,59.0,Larissa MacFarquhar,penguin uk,2016-09-29,英国,,170,1,0,1,114.99,General / Misc
"Surely You’re Joking,Mr. Feynman!",9780393355628.0,84.0,Richard P. Feynman,W. W. Norton & Company,2018-02-06,美国,,530.092,1,0,1,129.85,Science
Surrounded by Idiots: The Four Types of Human Behavior and How to Effectively Communicate with Each in Business (and in Life),9781250255174.0,51.0,Thomas Erikson,St.Martins Press,2019-07-30,美国,,302.2,1,0,1,1.81,Social Sciences
THE FELLOWSHIP OF THE RING,261102354.0,80.0,"Tolkien, J. R. R.",出版者不详],          ,[出版地不,531页     ,823.912,0,0,0,,Literature
THE KITE RUNNER,1594480001.0,116.0,"Hosseini, Khaled",RIVERHEAD BOOKS,          ,NEW YORK,371页     ,813.6,0,0,0,,Literature
TI-Nspire For Dummies,9781118004661.0,148.0,Jeff McCalla,[出版者不详],2011      ,[出版地不,356页     ,IB-5-M-1,0,0,0,,Mathematics
The 6:2 Man,9781529061963.0,63.0,David Baldacci,Macmillan UK,2022-07-21,英国,,813.6,1,0,1,,Literature
The A.B.C. murders,9780062930484.0,105.0,"Christie, Agatha",William Morrow,2019,New York,252,823.912,1,1,2,49.7,Literature
The Adventure of the Blue Carbuncle,9780241597002.0,47.0,Arthur Conan Doyle,Penguin UK,2022-11-03,英国,,808.8,2,1,3,52.08,Literature
The American pageant,9789814732345.0,402.0,"Bailey, Thomas Andrew, 1902-1983; Cohen, Lizabeth; Kennedy, David M.",Cengage,,Singapore,1012,IB-3-H-3,0,0,0,,Social Sciences
The Art of Racing in the Rain Intl,9780062023063.0,70.0,Garth Stein,HARPER COLLINS US BRAND CODE,2010-08-31,,0,813.54,2,0,2,8.89,Literature
The Baron in the Trees,9780544959118.0,49.0,Italo Calvino,Mariner Books,2017-10-03,美国,,853.91,0,0,0,,Literature
The Bell Jar,9780061148514.0,83.0,"Plath, Sylvia",Harper Perennial,2013-06-11,New York,243,813.54,1,1,2,68.72,Literature
The Bible book,9780241301906.0,89.0,DK,DK,2018-03-01,英国,,220.61,1,0,1,47.01,Social Sciences
The Birth of Classical Europe: A History from Troy to Augustine,9780143120452.0,130.0,Simon Price,Penguin Books,,,0,938,1,1,2,49.68,Social Sciences
The Black Swan,9780812973815.0,76.0,Nassim Nicholas Taleb,Random House US,2010-05-11,美国,,003.54,1,1,2,,General / Misc
The Brass Verdict,9781409155768.0,47.0,Michael Connelly,Orion Publishing Group,2014-11-06,英国,,813.54,0,0,0,,Literature
The Call of the Wild,9780141321059.0,55.0,Jack London,Penguin Group,1903      ,England,133页     ,813.52,1,0,1,126.93,Literature
The Castle,9780241197806.0,29.0,Franz Kafka,Penguin UK,2010-01-01,英国,,833.91,1,0,1,40.09,Literature
The Chalk Man,9781405930956.0,35.0,CJ Tudor,Penguin UK,2018-08-23,英国,,823.92,1,0,1,31.04,Literature
The Cider House Rules,9780552992046.0,38.0,John Irving,Black Swan Books,2010-07-29,英国,,813.54,1,0,1,49.18,Literature
The Complete Yes Minister: The Diaries of a ...,9780563206651.0,110.0,"Lynn, Jonathan; Jay, Anthony",BBC Books,1989-06-01,,514,823.914,1,0,1,25.02,Literature
The Complete Yes Prime Minister: The Diaries of ...,9780563207733.0,110.0,Jonathan Lynn and Sir Anthony Jay,Ebury Publishing,1989-06-01,,512,823.914,2,0,2,25.02,Literature
The Count of Monte Cristo,9781509827978.0,51.0,"Dumas, Alexandre, 1802-1870; Maquet, Auguste, 1813-1888; Fiorentino, Pier Angelo, 1811-1864",Macmillan Collectors Library,2017,UK,695,843.7,2,1,3,52.08,Literature
The Da Vinci Code,9780552161275.0,39.0,Dan Brown,Random House UK,2009-09-01,英国,,813.54,1,0,1,13.25,Literature
The Door into Summer,9780575120723.0,34.0,Robert A. Heinlein,Orion Publishing Group,2013-12-12,英国,,813.54,1,0,1,49.22,Literature
The Double,9781800319370.0,85.0,"Gosslin, Ann",Legend Press,2021,UK,334,813.6,0,0,0,,Literature
The Ender Quintet #5： Ender in Exile,9781250773111.0,31.0,Orson Scott Card,TOR Books,2021-08-24,美国,,813.54,1,0,1,56.88,Literature
The Flatshare,9781787474413.0,44.0,Beth OLeary,Quercus Publishing,2020-02-20,英国,,823.92,0,0,0,,Literature
The Gods Themselves,9780553288100.0,22.0,Isaac Asimov,Bantam Classics,1990-09-04,美国,,813.54,1,0,1,52.79,Literature
The Gospel of Loki,9781473202375.0,47.0,Joanne M Harris,Gollancz,2015-06-04,英国,,823.91,1,0,1,,Literature
The Great Adventures of Sherlock Holmes,9780141332499.0,24.95,Sir Arthur Conan Doyle;introduced by Jos,Puffin Books,2011      ,London,276p.     ,823.912,1,0,1,25.7,Literature
The Great Gatsby,9780743273565.0,68.0,F. Scott Fitzgerald,SIMON & SCHUSTER,2004-10-01,New York,180,813.52,0,0,0,,Literature
The Habsburg Empire: A Very Short Introduction,9780198792963.0,48.0,Martyn Rady,Oxford University Press UK,2017-06-01,英国,,943.60,1,0,1,7.77,Social Sciences
The Herb Book,9780241569504.0,136.0,DK,DK Publishing,2023-04-06,英国,,	635.7,2,1,3,72.17,Science
The Highly Sensitive Person,9780553062182.0,70.0,Elaine N. Aron,Harmony Books,1997-06-02,美国,,155.23,1,0,1,126.89,General / Misc
The History of the Decline and Fall of the Roman Empire:vol,9780140433937.0,83.0,Betty Friedan,Penguin UK,2016-01-12,英国,,937.06,1,0,1,5.07,Social Sciences
The Hitchhikers Guide to the Galaxy,9781529034523.0,51.0,Douglas Adams,Macmillan UK,2020-03-05,英国,,823.914,1,0,1,18.06,Literature
The Hobbit,9780261103344.0,55.0,"Tolkien, J. R. R.",,,,305,823.912,0,0,0,,Literature
The Human Bone Manual,9780120884674.0,394.0,"White, Tim D.; Folkens, Pieter A.",Academic Press,2005-07-01,,488 页,611.71,1,0,1,35.04,Science
The Karamazov Brothers (Wordsworth Classics),9781840221862.0,32.0,Fyodor Dostoevsky,Wordsworth,2010-01-05,英国,,891.73,1,0,1,6.77,Literature
The Lost Hero (Heroes of Olympus Book 1),9780141325491.0,63.0,"Riordan, Rick",Penguin Random House Children's UK,2012-10-04,,576 页,741.5,1,0,1,98.97,Arts
The Lost Symbol,9781400079148.0,38.0,Dan Brown,Anchor Books,2010-10-19,美国,,813.54,1,0,1,56.88,Literature
The Martian (MTI),9781101905555.0,39.0,Andy Weir,Crown Publishers,2015-08-18,美国,,813.6,1,0,1,24.98,Literature
The Martian : a novel,9781785031137.0,75.0,"Weir, Andy",Penguin,2014,UK,369,813.6,2,0,2,1.49,Literature
The Masque of the Red Death,9780241573754.0,47.0,Edgar Allan Poe,Penguin UK,2022-08-25,英国,,813.3,3,1,4,44.27,Literature
The Meritocracy Trap,9780141984742.0,58.0,Daniel Markovits,penguin uk,2020-08-06,英国,,305.55,1,0,1,,Social Sciences
The Move to Global War,9781107556287.0,254.0,Allan Todd,Cambridge University Pre,2015      ,UK.,228p.     ,IB-3-H-3,0,0,0,,Social Sciences
The New Yorker Stories,9781439168752.0,57.0,Ann Beattie,Simon & Schuster,2011-10-11,美国,,813.54,1,0,1,40.78,Literature
The Notebooks of Malte Laurids Brigge,9780141182216.0,41.0,Rainer Maria Rilke,penguin uk,2004-07-29,英国,,833.91,1,0,1,,Literature
The O. Henry Prize Stories 1th Anniversary Edition (219),9780525565536.0,47.0,Laura Furman,Anchor Books,2019-09-10,美国,,808.83,1,1,2,49.96,Literature
The Official SAT Study Guide,9781457304309.0,161.0,The College Board,College Board,2016      ,US.,792p.     ,IB-7-R.B-1,1,0,1,,General / Misc
The Offing,9781526611307.0,48.0,Benjamin Myers,Bloomsbury UK,2020-03-05,英国,,823.92,1,1,2,28.89,Literature
